Date,subj_score,simi_score,vader_score,scores_flair,tw_subj_score,tw_simi_score,tw_vader_score,tw_scores_flair
11/22/2021,0.403022465,0.949584257,0.92572,0.92102461,0.076238091,0.186659934,0.245515385,0.845244641
11/23/2021,0.38945826,0.979677595,0.944915,0.945720667,0.075431866,0.116977971,0.237661538,0.885705262
11/24/2021,0.361737836,0.922511642,0.88469,0.953951767,0.163682347,0.253051323,0.391234615,0.843367829
11/25/2021,0.353176136,0.893313315,0.88071,0.914923343,0.145333609,0.153511895,0.321861538,0.843847804
11/26/2021,0.410573773,0.809313583,0.88978,0.87461586,0.015534765,-0.029852366,0.081088462,0.72732328
11/29/2021,0.395157762,0.933827679,0.907805,0.936815783,0.084501157,0.156336997,0.241696154,0.842937105
11/30/2021,0.275086597,0.5520532,0.684245,0.909204701,0.198085493,0.411170791,0.442638462,0.877020772
12/1/2021,0.382977688,0.920649633,0.88489,0.938811257,0.106694754,0.173021079,0.250015385,0.816538827
12/2/2021,0.350892419,0.720248838,0.777825,0.941317599,0.126941222,0.156064708,0.274673077,0.842835463
12/3/2021,0.277090294,0.595391411,0.6914,0.878826438,0.120169784,0.03041266,0.225665385,0.746856772
12/6/2021,0.39329091,0.82447704,0.870165,0.925266071,0.17132231,0.284998107,0.398265385,0.846180382
12/7/2021,0.358867987,0.84281708,0.88687,0.929032551,0.201882788,0.292116681,0.396080769,0.818473885
12/8/2021,0.323303869,0.707175189,0.74168,0.924981043,0.097312971,0.158794822,0.240353846,0.838183939
12/9/2021,0.259318832,0.749582782,0.76529,0.904927877,0.087831448,0.138861205,0.223961538,0.845591112
12/10/2021,0.27622092,0.71050355,0.7924,0.892286359,0.122962548,-0.001289733,0.172057692,0.72767262
12/13/2021,0.31336054,0.845083748,0.86174,0.902790038,0.127356685,0.095382296,0.200846154,0.847209676
12/14/2021,0.346598965,0.834144033,0.859845,0.929836376,0.042544739,0.089768864,0.182407692,0.850153526
12/15/2021,0.335765568,0.87304815,0.842635,0.916958457,0.118376976,0.157233291,0.236653846,0.859481704
12/16/2021,0.385319143,0.981515036,0.93394,0.927286552,0.097530519,0.178705426,0.278323077,0.871564893
12/17/2021,0.273546346,0.397152399,0.67133,0.821302025,0.062064374,0.035919691,0.178173077,0.756593498
12/20/2021,0.205922243,0.693478248,0.742825,0.808968087,0.125402513,0.179747282,0.250992308,0.854922118
12/21/2021,0.33272338,0.87380608,0.84558,0.919181529,0.101882418,0.234513616,0.3369,0.806251599
12/22/2021,0.331895017,0.877309229,0.88417,0.930784741,0.165858282,0.355531558,0.439369231,0.882313382
12/23/2021,0.320059691,0.739918198,0.827505,0.866206916,0.119342914,0.18409549,0.348292308,0.854134844
12/24/2021,0.216440323,0.070305101,0.463545,0.789564694,0.056034287,-0.032403125,0.140907692,0.726107762
12/27/2021,0.354340467,0.99821537,0.940775,0.91872846,0.103993527,0.20890569,0.28875,0.863590445
12/28/2021,0.31556762,0.87455666,0.846875,0.880713706,0.079459551,0.100377177,0.208353846,0.83488877
12/29/2021,0.357739827,0.827917903,0.855135,0.908198525,0.136870051,0.301003927,0.407280769,0.856140632
12/31/2021,0.398139738,0.967013739,0.93867,0.918302007,0.048983379,-0.027966879,0.134165385,0.734292491
1/3/2022,0.296063057,0.832515723,0.82184,0.89608231,0.100450892,0.243732612,0.272723077,0.883426852
1/4/2022,0.318437672,0.778704241,0.82976,0.903102449,0.122420619,0.192158931,0.323288462,0.843728478
1/5/2022,0.356791913,0.858302258,0.863005,0.915914057,0.184336217,0.289419057,0.372465385,0.854255128
1/6/2022,0.384483113,0.963177959,0.93603,0.948112719,0.063787907,0.098994253,0.208934615,0.844013654
1/7/2022,0.335827454,0.820920664,0.852135,0.910138515,0.043420095,-0.034975395,0.070903846,0.767753629
1/10/2022,0.294879398,0.814621614,0.776535,0.882598509,0.163516034,0.226250305,0.317634615,0.894506812
1/11/2022,0.403021873,0.912850845,0.92486,0.903515156,0.113203135,0.140896432,0.253465385,0.831254019
1/12/2022,0.403771471,0.939596296,0.89709,0.890998447,0.109343523,0.166285222,0.303507692,0.847038356
1/13/2022,0.326347945,0.92693274,0.88872,0.880733103,0.102973173,0.194739203,0.289719231,0.849420055
1/14/2022,0.365869121,0.831449165,0.80845,0.920318583,0.036113516,-0.035289581,0.125519231,0.7668881
1/17/2022,0.433419185,0.940878161,0.952795,0.9513726,0.094843932,0.077686943,0.245926923,0.794463391
1/18/2022,0.286585174,0.709036111,0.75034,0.851736964,0.060857489,0.072799657,0.1637,0.818874267
1/19/2022,0.292126102,0.773453607,0.80745,0.853263098,0.060205647,0.099576822,0.165670833,0.891072353
